Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion
Movies and Music,"Suling YAMAHA YRS-23 Original / Seruling Yamaha",Jakarta Barat,29490,4.9,8598,1289,4,"Pengiriman cepat, datang sesuai pesanan dan dibungkus dengan rapi. Terima kasih y barang sdh diterima dgn baik.",Positive,Happy
Movies and Music,"Selang Pianika Yamaha",Jakarta Barat,10000,4.8,2461,429,5,"bahannya bagus, seler ramah",Positive,Happy
Movies and Music,"Selang Pianika Yamaha",Jakarta Barat,10000,4.8,2461,429,5,"barang berfungsi dgn baik, pengiriman super cepat",Positive,Happy
Movies and Music,"Selang Pianika Yamaha",Jakarta Barat,10000,4.8,2461,429,5,"trima kasih, respon cepat, barang sampai dgn selamat ??",Positive,Happy
Movies and Music,"Selang Pianika Yamaha",Jakarta Barat,10000,4.8,2461,429,4,"Barang berfungsi baik semoga awet",Positive,Happy
Movies and Music,"Selang Pianika Yamaha",Jakarta Barat,10000,4.8,2461,429,4,"Sesuai pesanan, tidak ada yg rusak",Positive,Happy
Movies and Music,"Selang Pianika Yamaha",Jakarta Barat,10000,4.8,2461,429,4,"Pengiriman barang cepat dan kualitas mantap sesuai dengan harga .",Positive,Happy
Movies and Music,"Cover keyboard yamaha black parasut anti debu/tutup keyboard - L",Kab. Tangerang,44000,4.8,395,227,5,"Bagus dan rapi. Pengiriman juga cepat.",Positive,Happy
Movies and Music,"Cover keyboard yamaha black parasut anti debu/tutup keyboard - L",Kab. Tangerang,44000,4.8,395,227,5,"respon baik mutu lumayan hrg terjangkau",Positive,Happy
Movies and Music,"Cover keyboard yamaha black parasut anti debu/tutup keyboard - L",Kab. Tangerang,44000,4.8,395,227,5,"Rapi dan pas banget",Positive,Happy
Movies and Music,"Cover keyboard yamaha black parasut anti debu/tutup keyboard - L",Kab. Tangerang,44000,4.8,395,227,4,"Bahannya sama persis kayak sarung motor. Pengiriman cepat. Ya lumayan lah untuk harga segini.",Positive,Happy
Movies and Music,"Cover keyboard yamaha black parasut anti debu/tutup keyboard - L",Kab. Tangerang,44000,4.8,395,227,4,"sesuai pesanan kualitas barang sesuai dengan harga terima kasih",Positive,Happy
Movies and Music,"Cover keyboard yamaha black parasut anti debu/tutup keyboard - L",Kab. Tangerang,44000,4.8,395,227,4,"pas dan simpel",Positive,Happy
Movies and Music,"Busa Telur Peredam Suara Ruangan - Busa Peredam - Egg Foam 200x100x2cm",Kab. Tangerang,75000,4.9,1385,242,5,"Sesuai deskripsi. Packing Positive.",Positive,Happy
Movies and Music,"Busa Telur Peredam Suara Ruangan - Busa Peredam - Egg Foam 200x100x2cm",Kab. Tangerang,75000,4.9,1385,242,5,"ini pembelian ke 2 tidak mengecewakan... belum di unboxing...makasih banget bang next order lagi...",Positive,Love
Movies and Music,"Busa Telur Peredam Suara Ruangan - Busa Peredam - Egg Foam 200x100x2cm",Kab. Tangerang,75000,4.9,1385,242,5,"ya cukup puas makasih ??",Positive,Happy
Movies and Music,"Busa Telur Peredam Suara Ruangan - Busa Peredam - Egg Foam 200x100x2cm",Kab. Tangerang,75000,4.9,1385,242,4,"aman sampai tujuan dan cepat, tinggal buka packingan blum sy cek, mdh2an tidak ada yg sobek, trims bos...next order lagi",Positive,Love
Movies and Music,"Busa Telur Peredam Suara Ruangan - Busa Peredam - Egg Foam 200x100x2cm",Kab. Tangerang,75000,4.9,1385,242,5,"bagus sekali pengiriman cepat",Positive,Happy
Movies and Music,"Busa Telur Peredam Suara Ruangan - Busa Peredam - Egg Foam 200x100x2cm",Kab. Tangerang,75000,4.9,1385,242,5,"barang sdh tiba dengan selamat... Trimakasih ??",Positive,Happy
Movies and Music,"Stand Book Lubang2 Alat Musik Untuk Partitur Kecil MUSIC STAND Lx049-5 - Hitam",Jakarta Barat,125000,4.9,722,296,5,"besi tebal, sesuai deskripsi & foto",Positive,Happy
Movies and Music,"Stand Book Lubang2 Alat Musik Untuk Partitur Kecil MUSIC STAND Lx049-5 - Hitam",Jakarta Barat,125000,4.9,722,296,5,"pengiriman cepat, kualitas sangat bagus, gak ada yg cacat packingan sangat kuat dan rapih, kokoh banget,gak nyangka gede banget. tks sukses selalu ????",Positive,Happy
Movies and Music,"Stand Book Lubang2 Alat Musik Untuk Partitur Kecil MUSIC STAND Lx049-5 - Hitam",Jakarta Barat,125000,4.9,722,296,5,"mantap, bagus dan teba",Positive,Happy
Movies and Music,"Stand Book Lubang2 Alat Musik Untuk Partitur Kecil MUSIC STAND Lx049-5 - Hitam",Jakarta Barat,125000,4.9,722,296,4,"Barangnya mulus..",Positive,Happy
Movies and Music,"Stand Book Lubang2 Alat Musik Untuk Partitur Kecil MUSIC STAND Lx049-5 - Hitam",Jakarta Barat,125000,4.9,722,296,4,"barang udah nyampe ..makasih broo",Positive,Happy
Movies and Music,"Stand Book Lubang2 Alat Musik Untuk Partitur Kecil MUSIC STAND Lx049-5 - Hitam",Jakarta Barat,125000,4.9,722,296,5,"barang ok, pengiriman cepat recommended seller",Positive,Love
Gaming,"Logitech F310 Gamepad Joystick Wired untuk PC dan Android TV",Jakarta Pusat,359000,4.9,6133,3413,5,"Joystick berfungsi dengan baik, plug and play. Build quality kokoh, terdeteksi dengan baik di Steam.",Positive,Happy
Gaming,"Logitech F310 Gamepad Joystick Wired untuk PC dan Android TV",Jakarta Pusat,359000,4.9,6133,3413,5,"all Positive, overall feelnya enak dulu sempet punya, aga nyesel juga dulu sempet jual, dri build quality beda lah sama controller dng harga yg sama, better banget feel kerasa kokohnya buat housingnya ????",Positive,Happy
Gaming,"Logitech F310 Gamepad Joystick Wired untuk PC dan Android TV",Jakarta Pusat,359000,4.9,6133,3413,5,"Garansi resmi. Packing Bagus. Harganya bersaing. kelengkapan sesuai.",Positive,Happy
Gaming,"Logitech F310 Gamepad Joystick Wired untuk PC dan Android TV",Jakarta Pusat,359000,4.9,6133,3413,4,"-1 bintang karena packing ga pake bubble wrap, walaupun sampai dengan selamat & tanpa ccd. Penjual fast respon & proses, barang sesuai dan terdeteksi sebagai xbox controller, colok langsung pakai tanpa perlu config",Positive,Happy
Gaming,"PS5 Dual Sense Controller /PS5 DualSense/ PS5 Controller / Stik PS5 - Asia",Jakarta Utara,970000,5,1032,506,5,"Cepat sekali pengirimannya. Seller ramah & kualitas barangnya mulus. Recommended",Positive,Love
Gaming,"PS5 Dual Sense Controller /PS5 DualSense/ PS5 Controller / Stik PS5 - Asia",Jakarta Utara,970000,5,1032,506,5,"Stik berfungsi normal. Sudah coba connect ke PC windows, maupun macOS (bigsur) semua aman. Plug n play di steam dan apple arcade. Packaging rapih, seller fast response.",Positive,Happy
Gaming,"PS5 Dual Sense Controller /PS5 DualSense/ PS5 Controller / Stik PS5 - Asia",Jakarta Utara,970000,5,1032,506,5,"barang original beli yg asia dpt reg asia jpn, overall lancar udh seminggu pakai normal. barang bener mulus dan ori bagus. smoga awet terus tingkatkan pelayanan nya gan",Positive,Happy
Gaming,"PS5 Dual Sense Controller /PS5 DualSense/ PS5 Controller / Stik PS5 - Asia",Jakarta Utara,970000,5,1032,506,5,"penjual sangat fast respon dan kualitas barang sangat bagus sesuai dengan spesifikasi tanpa ada cacat",Positive,Happy
Gaming,"Nintendo Switch Console CFW 256GB Bonus Full Game - 256GB",Jakarta Pusat,6800000,5,862,548,5,"bertanya apapun selalu di jawab dengan lengkap dan sabar, barang cepat sampai, packing rapih... terima kasih untuk admin nya ????",Positive,Happy
Gaming,"Nintendo Switch Console CFW 256GB Bonus Full Game - 256GB",Jakarta Pusat,6800000,5,862,548,5,"Harganya bersaing. kelengkapan sesuai. Plus bonus cantik. diproses kurang dr 24 jam, lightning fast??. Sudah dites dan berfungsi normal. thank you seller",Positive,Happy
Gaming,"Nintendo Switch Console CFW 256GB Bonus Full Game - 256GB",Jakarta Pusat,6800000,5,862,548,5,"Sellernya responsif banget, semua pertanyaaan dijawab, pengiriman sameday nyampenya juga sameday, mantep, rekomen deh ni tokonya",Positive,Happy
Gaming,"Nintendo Switch Console CFW 256GB Bonus Full Game - 256GB",Jakarta Pusat,6800000,5,862,548,5,"Keren banget adminnya! Dibantuin dari awal sampai akhir hehe. Fast respon juga.Ini gamenya bisa semua yaa",Positive,Happy
Gaming,"Stick stik Ps 2 PS2 tw ELITE - Hitam",Jakarta Barat,31500,4.8,4803,1031,5,"garansi resmi. kelengkapan sesuai. garansi internasional. Harganya bersaing.",Positive,Happy
Gaming,"Stick stik Ps 2 PS2 tw ELITE - Hitam",Jakarta Barat,31500,4.8,4803,1031,5,"Brgnya cpt sampai, packing maxi, trims utk seller..toko recommend",Positive,Love
Gaming,"Stick stik Ps 2 PS2 tw ELITE - Hitam",Jakarta Barat,31500,4.8,4803,1031,5,"puas, pengiriman cepat, barang datang tanpa cacat, pengemasan bagus trmksh",Positive,Happy
Gaming,"Stick stik Ps 2 PS2 tw ELITE - Hitam",Jakarta Barat,31500,4.8,4803,1031,5,"Packingnya rapi dan aman pakai bubblewrap, kualitasnya bagus udah dicoba dan berfungsi semua gak ada kendala, tombolnya empuk dan tidak keras, top markotop lah.",Positive,Love
Gaming,"Nintendo Switch / N Switch Joy-Con Joycon Joy Con (Left / Right) WARNA - GREEN PINK",Jakarta Barat,929000,5,1214,519,5,"Barangnya ok, kemasannya tidak ada rusak. Joycon ungu (sebelah kanan) sempat tidak terdeteksi, namun setelah re insert joyconnya dua kali, akhirnya berfungsi. So no issue there! Harganya bersaing, sellernya fast response, terima kasih!",Positive,Happy
Gaming,"Nintendo Switch / N Switch Joy-Con Joycon Joy Con (Left / Right) WARNA - GREEN PINK",Jakarta Barat,929000,5,1214,519,5,"delivery: packing mantap, pengiriman cepat barang: build quality mantap, solid, responsif juga, kyknya beneran ori (rumble ada, amiibo ke-detect, klik home button auto on)",Positive,Happy
Gaming,"Nintendo Switch / N Switch Joy-Con Joycon Joy Con (Left / Right) WARNA - GREEN PINK",Jakarta Barat,929000,5,1214,519,5,"Packing Baik, pengiriman cepatt.... udh 3 kali belanja di toko ini dan selalu puas dengan pelayanannya.. terima ksih yah..",Positive,Love
Gaming,"Nintendo Switch / N Switch Joy-Con Joycon Joy Con (Left / Right) WARNA - GREEN PINK",Jakarta Barat,929000,5,1214,519,5,"Sudah beberapa kali belanja disini dan tidak pernah mengecewakan, baik pelayanan maupun produk dan packaging nya. Barang sesuai dengan yang di request + original. Packaging nya bagus, dengan bubble wrap yang tebal juga dilapisi kardus, jadi aman deh selama pengiriman.",Positive,Happy
Gaming,"Gameboy + STICK TAMBAHAN 2 PLAYER Sup Retro 400 in 1 - Biru",Kota Tangerang,92000,4.8,1785,592,5,"barang sesuai pesanan,pengiriman cepat,pengemasan sangat bagus,bubble wrap tebal????",Positive,Happy
Gaming,"Gameboy + STICK TAMBAHAN 2 PLAYER Sup Retro 400 in 1 - Biru",Kota Tangerang,92000,4.8,1785,592,4,"Alhamdulillah mendarat dgn mulus,, smuanya berfungsi dgn baik dan bs d mainkan d tv jg,, tp stik controllernya emang keras sih jd cpt pegel.",Positive,Happy
Gaming,"Memory Card PS2 Free MCboot Multi",Kota Bekasi,35000,4.7,788,395,5,"kelengkapan sesuai. Harganya bersaing. harus dimodif casingnya biar bisa masuk ke ps2 seri 50006",Positive,Happy
Gaming,"Memory Card PS2 Free MCboot Multi",Kota Bekasi,35000,4.7,788,395,5,"Awalnya saya kira belum dibuka untuk diisi freemcboot...tyt sudah dibuka tinggal tes di mesin :) thx",Positive,Happy
Gaming,"Memory Card PS2 Free MCboot Multi",Kota Bekasi,35000,4.7,788,395,4,"Paket sampai barang sesuai pesanan, bisa dipakein di scph-50000. Bisa untuk boot HDD internal, cuma mesti konfigurasi ulang di chip matrix nya. Terimakasih. Semoga awet",Positive,Happy
Gaming,"Nintendo Switch Premium Game Card Tempat Catride Kaset 12 Slot Card - 1",Jakarta Utara,89000,5,87,57,5,"Barang sesuai, build qualitynya cukup oke, respon seller jg cepat, overall selalu puas belanja disini. Thx",Positive,Happy
Gaming,"Nintendo Switch Premium Game Card Tempat Catride Kaset 12 Slot Card - 2",Jakarta Utara,89000,5,87,57,5,"Kualitas kokoh. Slot cartridge-nya terbuat dari karet, jadi gampang masukinnya dan ga bikin cartridgenya lecet, ukurannya juga compact bgt, gampang dibawa kemana-mana dan ga menuh-menuhin tempat. Motifnya juga bukan cuma gambar atau stiker, tapi bener2 timbul dari bahan karet",Positive,Happy
Gaming,"1MORE Piston Buds Wireless Silicon Cover Protector - Putih",Kota Tangerang Selatan,25000,4.9,893,553,5,"bagus lah ini, tombol nya anti kepencet� sendiri karna kalau mau pause / play mesti Double tap. beda sama yg under 200rban atau merk n*kia.Kualitas bahan bagus. Harganya bersaing. Packing Bagus. kelengkapan sesuai.",Positive,Happy
Gaming,"1MORE Piston Buds Wireless Silicon Cover Protector - Putih",Kota Tangerang Selatan,25000,4.9,893,553,5,"Barangnya bagus pengirimannya cepat, cuma kekurangan agan satu ini yaitu terlalu baik dan ramah, bahkan pengiriman di hari Minggupun dijalankan. Tuhan memberkati, sehat dan sukses selalu. Terima Kasih.",Positive,Love
Gaming,"1MORE Piston Buds Wireless Silicon Cover Protector - Putih",Kota Tangerang Selatan,25000,4.9,893,553,5,"Saran, dikasih logo/tulisan 1more di silikon nya, terus untuk indikator charge dikasih lubang biar keliatan jelas ngecas/ngga. Overall puas sama barangnya.",Positive,Happy
Gaming,"Sarung Tangan Jempol Gaming Anti Keringat PUBG FF Mobile Legend New",Jakarta Pusat,850,4.9,30891,709,5,"overall keren. Paking aman, seller ramah n fast respond jga ??",Positive,Happy
Gaming,"Sarung Tangan Jempol Gaming Anti Keringat PUBG FF Mobile Legend New",Jakarta Pusat,850,4.9,30891,709,5,"untuk barang nya lumayan bagus wkwk ada harga ada kualitas ga masalah, respon barang nya juga cukup bagus sensitif nya",Positive,Happy
Gaming,"Sarung Tangan Jempol Gaming Anti Keringat PUBG FF Mobile Legend New",Jakarta Pusat,850,4.9,30891,709,5,"packing rapi.barang sesuai produk.fast respon chat.pesanan 24jam sampai.top markotop",Positive,Happy
Gaming,"Minecraft Windows 10 Edition PC Original - 62e2 - DVD-DL",Jakarta Selatan,89000,5,649,384,5,"seller responsif dan membimbing step by step sampai bisa",Positive,Happy
Gaming,"Minecraft Windows 10 Edition PC Original - 62e2 - DVD-DL",Jakarta Selatan,89000,5,649,384,5,"Gameny aman buat online offline. Anak saya suka banget mainnya. trims seller",Positive,Love
Gaming,"Minecraft Windows 10 Edition PC Original - 62e2 - DVD-DL",Jakarta Selatan,89000,5,649,384,5,"Akhirnya bisa main MC online bareng temen, sellernya benar-benar baik ngasih panduannya jelas banget. mantab pokoknya",Positive,Love
Gaming,"Minecraft Windows 10 Edition PC Original - 62e2 - DVD-DL",Jakarta Selatan,89000,5,649,384,5,"terpercaya ori,fast respond,ditunjukan caranya sampai akhir pokoknya the best deh recommended banget",Positive,Love
Gaming,"PS2 HDD 120GB FAT Sony Asli Full Games + 2 Stik - MESIN AJA",Jakarta Barat,427000,4.8,462,292,5,"BARANG MULUS, PACKINGAN OK, KELENGKAPAN BARANG JUGA OK, TINGGAL KENDALA DI TV SENDIRI WKWKWK, UNTUK MASALAH PS2NYA REKOMENDASI LAH BAGI YG MAU BELI PS2 DISINI. :)",Positive,Love
Gaming,"PS2 HDD 120GB FAT Sony Asli Full Games + 2 Stik - MESIN AJA",Jakarta Barat,427000,4.8,462,292,5,"Trm ksh brgnya sdh smp, pengiriman cepat kmrn pesan hari ini sampai, double bubblewrap, penjual responsif dlm QA, kurir oke lah via COD.",Positive,Happy
Gaming,"PS2 HDD 120GB FAT Sony Asli Full Games + 2 Stik - MESIN AJA",Jakarta Barat,427000,4.8,462,292,5,"Packing bubble OK,, kualitas barang sesuai Harga.. Makasih Gan",Positive,Happy
Gaming,"PS2 HDD 120GB FAT Sony Asli Full Games + 2 Stik - MESIN AJA",Jakarta Barat,427000,4.8,462,292,5,"untuk harga sgitu bolehlah, dan penjual juga menjelaskan cara pakai dengan jelas dan teliti",Positive,Happy
Gaming,"PS2 HDD 120GB FAT Sony Asli Full Games + 2 Stik - MESIN AJA",Jakarta Barat,427000,4.8,462,292,4,"respon seller ok.Barang sesuai deskripsi dan mudah pemasangan sejauh ini puas. Saran membangun untuk stik ps bawaan bisa ditingkatkan atau ada pilihan upgrade stik.Overall worth untuk harga segini. Pengiriman tiba sesuai jadwal meski di akhir. ??",Positive,Happy
Gaming,"Kipas Pendingin Hp Gaming Fun Cooler Cooling Pad KH01 NEW",Jakarta Pusat,17000,4.9,271,100,5,"bagus, angin nya terasa kuat tapi belum kebiasa ama getarannya doang yang agak kuat",Positive,Happy
Gaming,"Kipas Pendingin Hp Gaming Fun Cooler Cooling Pad KH01 NEW",Jakarta Pusat,17000,4.9,271,100,5,"Sudah diterima semoga awet Packing Bagus. kelengkapan sesuai.",Positive,Happy
Gaming,"NO 1 PUBG TRIGGER S8 TRANSFORMER L1 R1 SHRAP FIRE BUTTON SHARP SHOOTER",Jakarta Utara,55000,4.8,9040,3085,5,"Barang sudah diterima, sudah dites dan berfungsi dg baik + mantaaaaap..... recomended seller",Positive,Love
Gaming,"NO 1 PUBG TRIGGER S8 TRANSFORMER L1 R1 SHRAP FIRE BUTTON SHARP SHOOTER",Jakarta Utara,55000,4.8,9040,3085,5,"buat xiaomi 9t cocok.. tombolnya empuk bentuknya keren",Positive,Happy
Gaming,"NO 1 PUBG TRIGGER S8 TRANSFORMER L1 R1 SHRAP FIRE BUTTON SHARP SHOOTER",Jakarta Utara,55000,4.8,9040,3085,5,"barang sesuai pesanan, mantap dipakai, sdh prnh pny sblmny tp ilang makany beli lg barang yg sama,, triger super awet dn oke, bs sgala jenis smartphone tebal ?? gw salut sm kecepatan proses kemasan dn waktu kirimny, toko ini rekomen bgt, bsk gw beli lg dehh ????",Positive,Love
Gaming,"NO 1 PUBG TRIGGER S8 TRANSFORMER L1 R1 SHRAP FIRE BUTTON SHARP SHOOTER",Jakarta Utara,55000,4.8,9040,3085,5,"Tiap kali beli barang selalu research dulu. This one bener-bener top dibanding yg lain. Ada harga = ada kualitas. Pernah beli yg 20k dan cepet bgt rusak and slip. Kl yg ini solid and the best. Thanks gan.",Positive,Happy
Gaming,"NINTENDO SWITCH LEGEND OF ZELDA BREATH OF THE WILD",Jakarta Utara,648000,5,3019,1415,5,"packaging ok, sealed, mulus, sampai dengan selamat. thank you",Positive,Happy
Gaming,"NINTENDO SWITCH LEGEND OF ZELDA BREATH OF THE WILD",Jakarta Utara,648000,5,3019,1415,5,"mantab sesuai pesanan, respon cukup sigap, dan cukup informatif package rapih aman, kondisi barang bagus segel, sempat kendala gosend error jd baru besoknya hari sabtu di proses, sigap bantu proses cepat akhirnya bs diantar sabtu juga. thanks",Positive,Happy
Gaming,"NINTENDO SWITCH LEGEND OF ZELDA BREATH OF THE WILD",Jakarta Utara,648000,5,3019,1415,5,"Sudah tidak perlu diragukan lagi Seller ini. Mantap dah ??? Tinggal tunggu waktu kosong untuk main Zelda BOTW ini. Baru tes masuk dan nyalakan saja berjalan lancar normal. Belum sempat main semoga tidak ada kendala. Packing superrrr aman dan kondisi BNIB segel aman",Positive,Happy
Gaming,"NINTENDO SWITCH LEGEND OF ZELDA BREATH OF THE WILD",Jakarta Utara,648000,5,3019,1415,5,"Gueeeercep pol! nanya2 di jam 9, jam 10 transaksi, jam 12 barang udah sampe dari tangerang ke sudirman. packing terbukti aman karena saat pengiriman terjadi hujan (instant courier), pas unboxing isi paket tetap kering! sukses terus gan! recsel!",Positive,Happy
Gaming,"FIFA 22 PC ORIGINAL ORIGIN + Last Update - Origin 39GB",Kota Bekasi,150000,5,1009,933,5,"bisa dimainkan dan aman, sellernya juga oke, akunnya juga gk pernah antri, selama ini oke2 aja",Positive,Happy
Gaming,"FIFA 22 PC ORIGINAL ORIGIN + Last Update - Origin 39GB",Kota Bekasi,150000,5,1009,933,5,"mantabb selernya baik banget, penyabar sampe salah paham, tapi selernya tetep profesional dan baik hati..Positive seler Game nya seru!. kelengkapan sesuai. produk terbaru.",Positive,Love
Gaming,"FIFA 22 PC ORIGINAL ORIGIN + Last Update - Origin 39GB",Kota Bekasi,150000,5,1009,933,5,"respon sellernya cepet banget, malem aja diladenin.. dikasih panduan install pula, bwt yg pemula pasti kebantu banget.. mantaapp gan..",Positive,Happy
Gaming,"Amiibo Card Monster Hunter Rise Complete Set 3pcs - Palamute",Jakarta Barat,13999,5,1004,667,5,"Berfungsi dengan baik, kualitas print juga bagus dan lebih enak disimpen karna ada sleeves nya",Positive,Happy
Gaming,"Amiibo Card Monster Hunter Rise Complete Set 3pcs - Palamute",Jakarta Barat,13999,5,1004,667,5,"Barang ok. Worth the money. Pengiriman ok. Yang jelas itu amiibo card sesuai dengan Layered Armor yang didapatkan. Jadi ok. Dont be afraid.",Positive,Happy
Gaming,"Amiibo Card Monster Hunter Rise Complete Set 3pcs - Palamute",Jakarta Barat,13999,5,1004,667,5,"Kartunya berfungsi baik, kualitas printing dan kartunya juga bagus. Cuma kalau mau buat collectible card agak kurang di design. Designnya cm croping dari yg udah ada jadi proporsinya kurang bagus. Yang keluaran baru (monster hunter stories 2) malah cropping dari foto blister figur amiibo yg asli jadi msh keliatan ada blister nya sama lobang gantungannya",Positive,Happy
Gaming,"Dobe Storage Case for Nintendo Switch Lite TNS 19091 / Pouch Lite",Jakarta Selatan,89000,5,998,626,5,"Kualitas bahan bagus. kelengkapan sesuai. Packing Bagus. seller sangat fast respon. recomended.",Positive,Love
Gaming,"Dobe Storage Case for Nintendo Switch Lite TNS 19091 / Pouch Lite",Jakarta Selatan,89000,5,998,626,5,"AMAZING!! Respon seller cepat. Barang ori seperti di foto dan sesuai deskripsi. Proses pengiriman kilat banget.. Thank you yaa kak, sukses selalu :)",Positive,Love
Gaming,"Dobe Storage Case for Nintendo Switch Lite TNS 19091 / Pouch Lite",Jakarta Selatan,89000,5,998,626,5,"produk sesuai foto, console yg dipakaikan hardcase pas masuk ke dalam pouch. packing aman, pengiriman cepat. terima kasih!",Positive,Happy
Gaming,"Dobe Storage Case for Nintendo Switch Lite TNS 19091 / Pouch Lite",Jakarta Selatan,89000,5,998,626,5,"Produk diterma dengan baik, pengirimannya juga luar biasa cepat, dicoba juga pas banget untuk nintendonya.",Positive,Happy
Gaming,"WD HDD External 4TB + Full Game PS4 5.05 Bebas Pilih",Jakarta Utara,2250000,5,4321,566,5,"pengiriman amat sangat cepat dan packingnya juga rapi dan bagus, harganya ok banget dan yang pasti original. ga nyesel belanja disini karena semuanya ?? thank you to the seller",Positive,Love
Gaming,"Fantech REVOLVER GP12 Gaming Controller Gamepad Joystick USB",Jakarta Barat,299000,4.9,835,559,5,"gamepad mantap, tombolnya jg enak tp sayang ukurannya kekecilan. packing jg aman dan pengiriman cepad",Positive,Happy
Gaming,"Fantech REVOLVER GP12 Gaming Controller Gamepad Joystick USB",Jakarta Barat,299000,4.9,835,559,5,"Barang sampai dengan aman walau pengiriman antar pulau. Review 3 hari pemakaian: kualitas yang ngagetin dengan range harga segini, apalagi saya beli saat diskon 43%. Tombolnya tinggi, tactile, analognya responsif dan sensitif, L-R3-nya clicky, trigger dan bumper enak dipencet, linear triggernya juga beneran fungsi, ga cuma embel-embel nama, rumble atau getarnya juga fitur tambahan yang bagus. build qualitynya terasa premium, ga kopong, dengan body yang doff finish jadi enak dipegang, kabelnya juga braided. Tapi layoutnya yang lumayan lebar, agak sulit buat yang tangannya kecil, dan D-pad-nya sayangnya juga bukan yang terbaik buat jempol lu kelamaan pake, karna pinggirannya yang tajem sama bentuknya yang salib jadi rada renggang di bagian serong, jempol lu bakal terasa sakit kalo terusan geser-geser mencet D-pad-nya, apalagi saya priNegativei yang pakai controller ini buat main game gelut. Walau gitu saya ga nyesel beli ini, untuk range harganya, kualitasnya tetep ngangetin, setara dengan controller konsol ori. Recommended product.",Positive,Love
Gaming,"Fantech REVOLVER GP12 Gaming Controller Gamepad Joystick USB",Jakarta Barat,299000,4.9,835,559,5,"sudah dicoba untuk 3 hari dan controller tidak ada masalah, masih berfungsi dengan baik. feel tombolnya oke lah cocok buat saya yang suka main game sebagai casual",Positive,Happy
Gaming,"Fantech REVOLVER GP12 Gaming Controller Gamepad Joystick USB",Jakarta Barat,299000,4.9,835,559,5,"1st impresi nya: kok joystick nya waktu di pegang rasanya kecil bgt, beda dari tetangga nya..tapi begitu IN ke game nya..baru berasa enak luar biasa..button RT LT dll nya empukk bgt..karena sy main game nya efootball jadi begitu tekan sedikit pake perasaan di button R� R� nya...beehhh mantep bgt.. analog nya juga bikin nyaman, di awal� sering kepelarakw tapi lambat laun ter biasa.. pokoknya ini joystick beneran mantul deh, jgn ragu buat order ????????",Positive,Love
Gaming,"Nintendo Switch Super Smash Bros Ultimate ( Reg USA / English )",Jakarta Utara,645000,5,1076,460,5,"Keren bener2 cepet kirimnya, ga sampe 5 menit bayar langsung pesanan dalam perjalanan, packaging juga rapih ??",Positive,Happy
Gaming,"Nintendo Switch Super Smash Bros Ultimate ( Reg USA / English )",Jakarta Utara,645000,5,1076,460,5,"Barang sesuai deskripsi dan tersegel original, pengiriman tepat waktu sesuai janji layanan, mantap Terima kasih banyak",Positive,Happy
Gaming,"Nintendo Switch Super Smash Bros Ultimate ( Reg USA / English )",Jakarta Utara,645000,5,1076,460,5,"mantap, biar bisa bernostalgia eranya masih maen rame� dulu pas jaman masih liburan sekolah",Positive,Love
Gaming,"Game pass Ultimate 5 Bulan for Xbox one series X|S Windows 10 - 1 Bulan",Kota Bekasi,45000,5,1264,931,5,"Mantap ?? Akhirnya bisa ngerasain juga main games dengan biaya murah. Terima kasih bosque� semoga tokonya lancar jaya",Positive,Happy
Gaming,"Game pass Ultimate 5 Bulan for Xbox one series X|S Windows 10 - 1 Bulan",Kota Bekasi,45000,5,1264,931,5,"Setelah bayar langsung dikasih akses, proses cepat, kelengkapan sesuai, admin membantu sekali dlm tanya jawab. Terima kasih.",Positive,Happy
Gaming,"Game pass Ultimate 5 Bulan for Xbox one series X|S Windows 10 - 1 Bulan",Kota Bekasi,45000,5,1264,931,5,"udh 2x beli disini, seperti biasa pelayanannya puas banget, ???? bakal jadi pelanggan setia sepertinya wkwk",Positive,Love
Gaming,"Game pass Ultimate 5 Bulan for Xbox one series X|S Windows 10 - 1 Bulan",Kota Bekasi,45000,5,1264,931,5,"seller super ramah, nanya apapun dibalas, kooperatif, sukses terus gaaaan mantap ??????????????????",Positive,Love
Gaming,"Game pass Ultimate 5 Bulan for Xbox one series X|S Windows 10 - 1 Bulan",Kota Bekasi,45000,5,1264,931,5,"bagi yang mau beli game pass bagus nih di toko ini. di layani sampai selesai . makasih ngab",Positive,Happy
Gaming,"PS4 Naruto Shippuden Ultimate Ninja STORM 4 : Road to Boruto Reg 3 - Reg All USA",Jakarta Utara,275000,5,809,506,5,"seller fast respon, nice packing kardus+bubble wrap, game udah pasti lancar jaya.",Positive,Happy
