Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,review_jawa_ngoko
Health,ONEMED - Masker Earloop 3 Ply Medis | Surgical Mask - Hitam,Kota Bandung,30000,4.9,13200,4322,5,"Mantab.. fast response, terima kasih ????",Positive,Happy,"Mantab.. fast response, matur nuwun ????"
Health,ONEMED - Masker Earloop 3 Ply Medis | Surgical Mask - Hitam,Kota Bandung,30000,4.9,13200,4322,5,"Bagus dan murah harganya. Oke buat sekali pakai, worthed",Positive,Happy,"Apik lan murah regane. Oke kanggo sakali pakai, worth it"
Health,ONEMED - Masker Earloop 3 Ply Medis | Surgical Mask - Hitam,Kota Bandung,30000,4.9,13200,4322,5,"Barang ok, sampai lengkap sesuai pesanan, pengemasan sangat rapi dan aman, pengiriman cepat, terima kasih.",Positive,Happy,"Barang oke, lengkap tekan cocok pesenan, pengemasan rapi lan aman, pengiriman cepet, matur nuwun."
Health,ONEMED - Masker Earloop 3 Ply Medis | Surgical Mask - Hitam,Kota Bandung,30000,4.9,13200,4322,4,"respon cepat,packing ok rapi.orderan sesuai??",Positive,Happy,"respon cepet, packing oke rapi. orderan cocok??"
Health,ONEMED - Masker Earloop 3 Ply Medis | Surgical Mask - Hitam,Kota Bandung,30000,4.9,13200,4322,4,"sesuai gambar Dan order, packing nya bagus, mantap gan",Positive,Happy,"cocok karo gambar lan order, packing apik, mantap gan"
Health,Peppermint Essential Oil / Minyak Mint Aroma Terapi Pure 10ml - MUSIM,Kab. Tangerang,29000,4.9,3195,1400,5,"wanginya segeerr, nyaman buat baby saya klo lagi bapil. packaging rapih, seller ramaah. thank you, sukses terus yaa",Positive,Love,"wangine seger, nyaman kanggo bayi aku yen lagi pilek. packaging rapi, seller ramah. matur nuwun, sukses terus yaa"
Health,Peppermint Essential Oil / Minyak Mint Aroma Terapi Pure 10ml - MUSIM,Kab. Tangerang,29000,4.9,3195,1400,5,bagus banget,Positive,Love,apik banget
Health,Peppermint Essential Oil / Minyak Mint Aroma Terapi Pure 10ml - MUSIM,Kab. Tangerang,29000,4.9,3195,1400,5,mantap wangi nya segerrr,Positive,Love,mantap wangine seger
Health,Peppermint Essential Oil / Minyak Mint Aroma Terapi Pure 10ml - MUSIM,Kab. Tangerang,29000,4.9,3195,1400,5,"Seller ramah dan informatif, proses dan delivery cepat, packing rapih dan secure. Thanks for the sample bonus.",Positive,Happy,"Seller ramah lan informatif, proses lan delivery cepet, packing rapi lan aman. Matur nuwun kanggo bonus sample."
Health,Peppermint Essential Oil / Minyak Mint Aroma Terapi Pure 10ml - MUSIM,Kab. Tangerang,29000,4.9,3195,1400,5,"Komunikasi dan Response seller cepet banget, packing rapi dan aman!! Recommended deh..????????",Positive,Love,"Komunikasi lan respon seller cepet banget, packing rapi lan aman!! Rekomended deh..????????"
Health,Peppermint Essential Oil / Minyak Mint Aroma Terapi Pure 10ml - MUSIM,Kab. Tangerang,29000,4.9,3195,1400,5,"seller responsif dlm mengupdate status pesanan, packing produk rapi & essential oilnya benar2 pure dari aromanya",Positive,Happy,"seller responsif ngupdate status pesenan, packing produk rapi & essential oil- ne pancen murni saka aromane"
Health,"FiveCare Duckbill Mask 3ply, Masker Five Care Duck Bill 3 Ply ORIGINAL - Abu-abu",Jakarta Timur,70000,4.9,2789,987,5,masker cocok untuk aktivitas sehari-hari ????,Positive,Happy,masker cocok kanggo aktivitas saben dina ????
Health,"FiveCare Duckbill Mask 3ply, Masker Five Care Duck Bill 3 Ply ORIGINAL - Abu-abu",Jakarta Timur,70000,4.9,2789,987,5,"Maskernya rapet, packaging rapi lengkap dengan kotak masih berprelastik",Positive,Happy,"Masker rapet, packaging rapi lengkap karo kotak isih ana plastik pelindung"
Health,"FiveCare Duckbill Mask 3ply, Masker Five Care Duck Bill 3 Ply ORIGINAL - Abu-abu",Jakarta Timur,70000,4.9,2789,987,5,"barang bagus, packing rapi, pengiriman cepat",Positive,Happy,"barang apik, packing rapi, pengiriman cepet"
Health,"FiveCare Duckbill Mask 3ply, Masker Five Care Duck Bill 3 Ply ORIGINAL - Abu-abu",Jakarta Timur,70000,4.9,2789,987,5,bagus suka udah 2 x pesen di sini ketagihan bahan Alus .,Positive,Happy,apik seneng wis 2 x pesen nang kene ketagihan bahan alus.
Health,"FiveCare Duckbill Mask 3ply, Masker Five Care Duck Bill 3 Ply ORIGINAL - Abu-abu",Jakarta Timur,70000,4.9,2789,987,5,"Nyaman dipakai, kemasan bagus, pengiriman super !",Positive,Love,"Nyaman dipakai, kemasan apik, pengiriman super!"
Health,"FiveCare Duckbill Mask 3ply, Masker Five Care Duck Bill 3 Ply ORIGINAL - Abu-abu",Jakarta Timur,70000,4.9,2789,987,5,Proses nya sngt cepat..??????terima kasih respon nya,Positive,Happy,Prosesé cepet banget..??????matur nuwun responé
Health,"FiveCare Duckbill Mask 3ply, Masker Five Care Duck Bill 3 Ply ORIGINAL - Abu-abu",Jakarta Timur,70000,4.9,2789,987,5,"nicee, ada segel plastik jg, jadi aman dan asli..",Positive,Happy,"apik, ana segel plastik uga, dadi aman lan asli.."
Health,Blackmores Bio C 1000mg (90),Kota Tangerang Selatan,373000,5.0,11000,4896,5,cepet banget proses kirimnya. pelayanan terbaik,Positive,Happy,cepet banget proses kirimé. pelayanan paling apik
Health,Blackmores Bio C 1000mg (90),Kota Tangerang Selatan,373000,5.0,11000,4896,5,Mantap sesuai.,Positive,Happy,Mantap cocok.
Health,Blackmores Bio C 1000mg (90),Kota Tangerang Selatan,373000,5.0,11000,4896,5,Slalu beli di official shop.. ga pernah kecewa.. makasi seller,Positive,Happy,Tansah tuku nang official shop.. ora tau kecewa.. makasih seller
Health,Blackmores Bio C 1000mg (90),Kota Tangerang Selatan,373000,5.0,11000,4896,5,Barang sudah diterima dengan baik dan response seller cepat. Thanks ya gan. ????,Positive,Happy,Barang wis ditampa kanthi apik lan response seller cepet. Matur nuwun ya gan. ????
Health,Blackmores Bio C 1000mg (90),Kota Tangerang Selatan,373000,5.0,11000,4896,5,"Recomended pelayanan memuaskan, respon & pengiriman cepat",Positive,Love,"Rekomended pelayanan memuaskan, respon lan pengiriman cepet"
Health,Blackmores Bio C 1000mg (90),Kota Tangerang Selatan,373000,5.0,11000,4896,5,Bagus packing dan barangnya,Positive,Happy,Apik packing lan barangé
Health,Ensure Vanila 900 g Susu Nutrisi Dewasa Rendah Laktosa - 3 klg,Kota Tangerang,856500,4.9,3874,2336,5,"Packingnya rapi, bagus barangnya pengiriman cepat sellernya responsive ok banget deh bakal pesen lagi! Makasih seller!",Positive,Love,"Packingé rapi, apik barangé pengiriman cepet sellernya responsive banget bakal pesen maneh! Matur nuwun seller!"
Health,Ensure Vanila 900 g Susu Nutrisi Dewasa Rendah Laktosa - 3 klg,Kota Tangerang,856500,4.9,3874,2336,5,"Produk sesuai deskripsi.Packing rapi dan aman dengan dus dan bubble wrap. Pengiriman cepat. Pagi pesan, sore sampai.",Positive,Happy,"Produk cocok deskripsi. Packing rapi lan aman nganggo dus lan bubble wrap. Pengiriman cepet. Esuk pesen, sore tekan."
Health,Ensure Vanila 900 g Susu Nutrisi Dewasa Rendah Laktosa - 3 klg,Kota Tangerang,856500,4.9,3874,2336,5,Cepat dan packing amanah bgt.kualitas susu sdh terjamin enak dan bermanfaat.thanks.,Positive,Happy,Cepet lan packing amanah banget. kualitas susu wis terjamin enak lan migunani. makasih.
Health,Ensure Vanila 900 g Susu Nutrisi Dewasa Rendah Laktosa - 3 klg,Kota Tangerang,856500,4.9,3874,2336,5,pengirimannya cepat. packingannya bgs,Positive,Happy,kirimane cepet. packingane apik
Household,Bantal Tidur | The Luxe Pillow Dacron - random,Kota Tangerang,115000,4.8,31338,10861,5,Barang nya sesuai yang di foto dan ternyata kualitasnya jauh lebih baik di banding yang saya pikirkan,Positive,Happy,Barange cocog karo foto lan ternyata kwalitase luwih apik saka sing tak kira
Household,Bantal Tidur | The Luxe Pillow Dacron - random,Kota Tangerang,115000,4.8,31338,10861,5,"bahan nyan lembut dan empuk enak dan tidur jadi lebih enak gak pegel pegel lagi pas bangun tidur bye bye salah bantal,Material bagus dan halus. Ukuran sesuai. Bagus Banget!. Harga terjangkau.",Positive,Love,"bahane alus lan empuk enak, turu dadi luwih enak ora pegel-pegel maneh pas tangi turu, bye-bye salah bantal, Bahan apik lan alus. Ukurane pas. Apik banget!. Regane terjangkau."
Household,MINISO Tempat/ Tong Sampah Plastik Meja Mini Trash Bin Garbage - Hijau,Jakarta Timur,39900,4.9,3022,1166,5,"Kualitas Product Bagus. Material bagus. Recomended. terimakasih untuk Tokopedia dan miniso karena saya dapat tong sampah plastik nya gratis semoga berkah untuk saya dan untuk Tokopedia dan miniso . tong sampah nya sampai dalam keadaan utuh dan masih bagus serta nyaman digunakan dan mungil juga dan bahan nya lembut soft doft yaa, jadi kalau dimainkan anak tidak akan melukai apabila tidak rusak seperti pecah dan semoga awet menemaniku sampai hari yang akan datang .",Positive,Happy,"Kualitas produk apik. Bahan apik. Recomended. matur nuwun Tokopedia lan Miniso amarga aku oleh tong sampah plastik gratis, muga-muga berkah kanggo aku lan Tokopedia lan Miniso. tong sampah tekan ing kondisi utuh lan isih apik lan nyaman dienggo, uga cilik lan bahane alus soft doft, dadi yen dolanan bocah ora bakal cilaka yen ora rusak kaya pecah, lan muga awet ngancani aku nganti dina ngarep."
Household,MINISO Tempat/ Tong Sampah Plastik Meja Mini Trash Bin Garbage - Hijau,Jakarta Timur,39900,4.9,3022,1166,5,"Rumah Rapi dan Nyaman. Rekomen ????. Material Produk Bagus. Produk Sesuai. Murah, respon seller & kiriman cepat, packingnya sangat aman, banyak cashback & cashbacknya bisa buat belanja yang lain lagi, gratis ongkir pastinya, bahannya lumayan bagus, oke oke oke lah pokoknya, demikian ulasan saya tidak terlalu panjang dan lebar, mungkin cukup sampai sini aja kali ya , terimakasih sudah menyimak review, sekian dan saya ucapkan terimakasih banyak. Ingat tetap patuhi protokol kesehatan, gunakan masker dan jaga jarak",Positive,Love,"Omah rapi lan nyaman. Rekomendasi ????. Bahan produk apik. Produk cocog. Murah, respon seller lan kiriman cepet, packing aman banget, akeh cashback lan cashback bisa kanggo belanja liyane, gratis ongkir mesthi, bahannya lumayan apik, oke deh pokoke, makasih wis maca reviewku, cukup nganti kene yo, tetep patuhi protokol kesehatan, nganggo masker lan jaga jarak"
Household,MINISO Tempat/ Tong Sampah Plastik Meja Mini Trash Bin Garbage - Hijau,Jakarta Timur,39900,4.9,3022,1166,5,paaaaas banget ukurannya buat gantiin tempat sampah lama. barang bagus warna cantik. miniso ga pernah ngecewain sihKualitas Product Bagus. Material bagus. Harga terjangkau!. Recomended.,Positive,Love,pas banget ukurane kanggo gantiin tempat sampah lawas. barang apik warna ayu. miniso ora nate ngecewain. Kualitas produk apik. Bahan apik. Regane terjangkau!. Recomended.
Household,Dettol Disinfektan Spray Morning Dew 225ml - 3 Pcs,Kota Tangerang Selatan,171375,5.0,10402,4894,5,"mantap dettol. packaging super aman, pakai air bag. prosesnya cepat. wanginya enak",Positive,Happy,"mantap dettol. packing super aman, nganggo air bag. proses cepet. ambune enak"
Household,Dettol Disinfektan Spray Morning Dew 225ml - 3 Pcs,Kota Tangerang Selatan,171375,5.0,10402,4894,5,"Produk Sesuai. Harga terjangkau!. Kualitas sangat bagus!. Adminnya ramah dan responsif banget, sempat ada kendala di pengiriman tapi tetap mau repot2 usahain pengiriman lain biar barangnya tetap sampai di rumah pembeli??? Packingnya juga aman bangett. Makasih banyakk!",Positive,Love,"Produk cocog. Regane terjangkau!. Kualitas banget apik!. Admin ramah lan responsif, sempet ono kendala kiriman nanging tetep gelem repot-usahain kiriman liyane supaya barang tekan omah pembeli??? Packing aman banget. Matur nuwun banyak!"
Household,Dettol Disinfektan Spray Morning Dew 225ml - 3 Pcs,Kota Tangerang Selatan,171375,5.0,10402,4894,4,"baunya sedikit sevenarnya segar, tapi lebih kuat dibanding disinfektan lainnya. Jadi lebih awet tapi ga kuat di hidung",Positive,Happy,"ambune rada seger tenan, nanging luwih kuat tinimbang disinfektan liyane. Dadi luwih awet nanging ora kakehan ngganggu irung"
Household,Kain Lap Piring Anti Minyak Bahan Microfiber - Kain Lap Dapur,Kota Tangerang,4500,4.8,30209,2507,5,Ukuran nya kecil tapi bagus untuk mengeringkan beberapa barang??????,Positive,Happy,Ukurane cilik nanging apik kanggo ngresiki sawetara barang??????
Household,Kain Lap Piring Anti Minyak Bahan Microfiber - Kain Lap Dapur,Kota Tangerang,4500,4.8,30209,2507,5,"menyerap air dgn baik, cuman ukurannya kecil banget. jd kalau untuk mengeringkan banyak piring butuh lebih dr satu.",Positive,Happy,"nyerep banyu apik, nanging ukurane cilik banget. dadi yen kanggo ngresiki piring akeh butuh luwih saka siji."
Household,Kain Lap Piring Anti Minyak Bahan Microfiber - Kain Lap Dapur,Kota Tangerang,4500,4.8,30209,2507,5,"Seller responsif, order diproses segera dan kirim, tiba tepat waktu. Bahan lap sangat baik menyerap air dan ukuran lap pas utk lap dapur. Terima kasih",Positive,Happy,"Seller responsif, order cepet diproses lan dikirim, teka pas wektu. Bahan lap apik nyerep banyu lan ukurane pas kanggo lap pawon. Matur suwun"
Household,KANTONG PLASTIK SAMPAH UKURAN 60x100 & 90x120 cm - 60x100,Jakarta Utara,7800,4.9,76553,4358,5,"Mantul banget response dan pelayanan Seller ini lho!! ????????Dalam kurun waktu 1 hari paketnya tiba di rumah, sepertinya tahu aja kalo emang ditungguin!!????",Positive,Love,"Mantul banget respon lan pelayanan seller iki lho!! ???????? Sajrone 1 dina pakete teka ing omah, kayane ngerti yen tenan ditunggu!!????"
Household,KANTONG PLASTIK SAMPAH UKURAN 60x100 & 90x120 cm - 60x101,Jakarta Utara,7800,4.9,76553,4358,5,"kantong sampahnya tebel, ga bocor, ga rembes. kualitas oke banget. saya selalu beli disini.",Positive,Happy,"kantong sampah kandel, ora bocor, ora rembes. kualitas oke banget. aku tansah tuku ning kene."
Household,KANTONG PLASTIK SAMPAH UKURAN 60x100 & 90x120 cm - 60x102,Jakarta Utara,7800,4.9,76553,4358,4,plastik yang uk. 50x75 itu tebel bnget bagus.. yang uk 40x60 agak tipis.. pengiriman cepat lumayan. thanks,Positive,Happy,plastik sing ukurane 50x75 ku kandel banget apik.. sing 40x60 rada tipis.. kiriman cepet lumayan. thanks
Household,Alat PEL Lantai Otomatis SAMONO Clear Mop Alat Pel Praktis SCM002,Jakarta Barat,55000,4.9,4082,2246,5,"fix aku cinta sama ini produk bahannya solid, dan bekerja sesuai deskripsi. bakal beli lagi!!!",Positive,Love,"fix tak tresnani produk iki bahane solid, lan nyambut gawe cocog deskripsi. bakal tuku maneh!!!"
Household,Alat PEL Lantai Otomatis SAMONO Clear Mop Alat Pel Praktis SCM003,Jakarta Barat,55000,4.9,4082,2246,5,"bagus banget, harganya murah tp kualitasnya ternyata bagus banget. designnya juga keren en berfungsi sesuai iklannya. recommended banget. pengiriman jg cepat dan aman. thx ya",Positive,Love,"apik banget, regane murah tapi kualitas ternyata apik banget. desain uga keren lan fungsi miturut iklan. rekomended banget. pengiriman uga cepet lan aman. thx ya"
Household,Alat PEL Lantai Otomatis SAMONO Clear Mop Alat Pel Praktis SCM004,Jakarta Barat,55000,4.9,4082,2246,5,"Ringan bgt, enak dipakainya dan batang pel nya kokoh. Ga nyangka harga semurah ini tp kualitasnya bagus bgt. Pel an nya bs mutar 360 derajat, bikin gampang ngepelnya, ga harus manuver belok2 bikin pegal",Positive,Love,"entheng banget, enak dipakai lan gagang pel kuweh. Ora nyangka rega semurah iki tapi kualitas apik banget. Pel an bisa muter 360 derajat, nggawe gampang ngepel, ora kudu muter-muter sing nggawe pegel"
Household,Set Sapu Pengki Sekop Sampah Lipat Kombinasi Sapum Broom Set D63 - Putih D63,Kota Tangerang,148000,4.9,4696,2361,5,barang sdh nyampe dgn baik. senang banget terima paketnya. semoga sapunya awet. terima kasih. bersih bersih rumah. bersih rapi. bebas debu.,Positive,Happy,barang wis tekan kanthi becik. seneng banget nampa paketnya. muga sapune awet. matur nuwun. bersih-bersih omah. resik rapi. ora ana bledug.
Household,Set Sapu Pengki Sekop Sampah Lipat Kombinasi Sapum Broom Set D63 - Putih D64,Kota Tangerang,148000,4.9,4696,2361,4,"respon dan pengiriman cepat. barang sesuai pesanan, lengkap dan tidak ada yang patah atau pecah. hanya pengemasannya yang sangat tidak aman",Positive,Happy,"respon lan kiriman cepet. barang cocog pesanan, lengkap lan ora ana sing pecah utawa patah. mung pengemasane sing ora aman banget"
Household,Set Sapu Pengki Sekop Sampah Lipat Kombinasi Sapum Broom Set D63 - Putih D65,Kota Tangerang,148000,4.9,4696,2361,4,gagang sapu terlalu pendek.packaging kurang rapi dan aman tapi so far brg sampe dgn selamat,Positive,Happy,gagang sapu kakehan cendhak. packaging kurang rapi lan aman nanging brg tekan kanthi selamet
Household,Rak Sepatu Sendal Susun Amazing Shoe Rack Tempat Penyimpanan Sepatu,Jakarta Utara,38500,4.9,2729,1592,5,"raknya bagus, simpel, walau masangnya agak susah, pengiriman cepat. recomended",Positive,Love,"rak apik, simpel, sanajan masang rada angel, kiriman cepet. rekomended"
Household,Pel Lantai Spray Super Mop Alat Pembersih Lantai Pel Pembersih A69,Jakarta Barat,135000,4.8,1217,629,5,"Bersih dari debu, sekali jalan, bagus... dan pengiriman ok sih rapi dlm box",Positive,Happy,"Resik saka bledug, sak weteng perjalanan, apik... lan pengiriman ok rapi ing box"
Household,Pel Lantai Spray Super Mop Alat Pembersih Lantai Pel Pembersih A70,Jakarta Barat,135000,4.8,1217,629,5,"mantaap.. semoga awet, murah meriah, tp fungsi nya sangat mbantu sekali utk pekerjaan rumah, lbh irit pemakaian superpel jadi nya..",Positive,Happy,"mantaap.. muga awet, murah meriah, nanging fungsine banget mbantu kanggo gawean omah, luwih irit pemakaian superpel dadi.."
Household,Pel Lantai Spray Super Mop Alat Pembersih Lantai Pel Pembersih A71,Jakarta Barat,135000,4.8,1217,629,4,"Paketnya udah dibubble wrap tapi tetep aja penyok, syukur dalemnya gpp. Berfungsi dengan baik, tapi entah nggak disemprot aernya rembes ke lantai. untuk Qualitynya oke aja sesuai harga lah.",Positive,Happy,"Paket wis dibubble wrap nanging tetep bae penyok, syukur jero ora masalah. Fungsine apik, nanging yen ora disemprotot banyu rembes menyang lantai. kualitas ok miturut rega."
Household,Rak Sepatu Amazing Multifungsi Shoes Rack & Gantungan Hijab - HITAM - Putih,Jakarta Barat,53000,4.7,717,358,5,Bahannya kuat dan kokoh meski berat bebannya packingnya rapi ngga rusak atau cacat pengirimannya cepat barangnga original,Positive,Happy,"Bahane kuat lan kokoh sanajan bobote abot. packingane rapi ora rusak utawa cacat, kiriman cepet, barang original"
Household,Sofa Recliner Lulaby 1 Seater,Jakarta Barat,6999000,4.9,273,156,5,"Seller komunikatif dan koperatif, harga kompetitif,kursi sangat nyaman dipakai apalagi untuk wfh...harapan saya semoga barangnya kuat dan awet",Positive,Happy,"Seller komunikatif lan koperatif, regane bersaing, kursi nyaman banget dipakai apalagi buat wfh...harapanku muga barang kuat lan awet"
Household,Sofa Recliner Lulaby 1 Seater,Jakarta Barat,6999000,4.9,273,156,5,"Sesuai pic dan bisa disetting rebahannya sesuai kemauan kita, walaupun tdk otomatis krn harus agak didorong dan ndak ngunci�tp overall nyaman",Positive,Happy,"Cocog karo foto lan bisa diseting rebahane manut kersane, sanajan ora otomatis kudu didorong lan ora ngunci, tapi sakabehe nyaman"
Household,Sofa Recliner Lulaby 1 Seater,Jakarta Barat,6999000,4.9,273,156,5,"Puas banget dengan sofa-nya.. bagus.. dan adminnya sangat membantu, saya minta tolong sebelum tahun baru, dan benar hari ini barang langsung sampai.. terima kasih banyak..",Positive,Happy,"Puas banget karo sofane.. apik.. lan admin bantuan banget, aku minta tolong sakdurunge taun anyar, lan bener dina iki barang langsung tekan.. matur nuwun banget.."
Household,Payung ajaib 3D lipat payung magic keluar motif bila kena air pink - Ungu,Kota Medan,29000,4.9,4173,1167,4,"pesennya tosca, yg datang ungu, hehehe tp soal produk tdk diragukan lg, memuaskan Kualitas Product Bagus.",Positive,Happy,"pesen tosca, sing teka ungu, hehehe tapi produk ora diragukan maneh, nyenengake Kualitas produk apik."
Household,Payung ajaib 3D lipat payung magic keluar motif bila kena air pink - Ungu,Kota Medan,29000,4.9,4173,1167,4,"masyaallah bagus payung nya.. untuk pertama kali gunain Tokopedia langsung beli payung ditoko ini.. tidak mengecewakan pokok nya, barang nya masyaallah bagus..????",Positive,Happy,"masyaallah apik payungne.. pisanan mlaku Tokopedia langsung tuku payung ing toko iki.. ora ngecewain pokoke, barangne masyaallah apik..????"
Household,Payung ajaib 3D lipat payung magic keluar motif bila kena air pink - Ungu,Kota Medan,29000,4.9,4173,1167,5,payungnya bagus... tapi warnanya seharusnya yg ungu tapi yg dtg pink.. btw terima kasih buat hadiah pembelian pertamanya.. Kualitas Product Bagus. Recomended. Material bagus.,Positive,Happy,payung apik... nanging warnane kudune ungu nanging sing teka pink.. ngono ya matur nuwun hadiah tuku pisan.. Kualitas produk apik. Recomended. Bahan apik.
Household,Handuk Merah Putih 50x100 cm / Handuk Mandi / High Quality Towel,Kota Tangerang,23000,4.8,5162,775,5,"Sudah sampai ya handuknya.Pengiriman cepat,Harga bersaing,Kualitas bagus,cocok buat Traveling atau buat ganti2.Warnanya sesuai yg diminta,cerah warnanya.proses cepat.Pengiriman pake antar aja bagus,ramah kurirnya.Terimakasih Seller,Toped dan Kurirnya ya...Salam Sehat dan Sukses yaa",Positive,Happy,"Wis tekan ya handukne. Pengiriman cepet, regane saingan, kualitas apik, cocog kanggo traveling utawa ganti-ganti. Warnane pas sing dipesen, cerah warnane. proses cepet. Pengiriman nganggo antar wae apik, kurir ramah. Matur suwun seller, toped lan kurir ya... Salam sehat lan sukses yaa"
Household,Handuk Merah Putih 50x100 cm / Handuk Mandi / High Quality Towel,Kota Tangerang,23000,4.8,5162,775,4,"Handuk cantik. Material bagus. Harga terjangkau!. thanks traktirannya Tokped, handuknya lumayan???? mau upload foto keterangan eror mulu??",Positive,Happy,"Handuk ayu. Bahan apik. Regane terjangkau!. thanks traktiran Toped, handuk lumayan???? pengen upload foto nanging keterangan error terus??"
Household,GM Bear Alat Pel Lantai Ultra Mop Aclima 1354-Spin Mop Mint,Kota Tangerang,499900,4.6,4078,2087,5,"pel nya lebih kecil dibanding dengn spin mop merk lain jadi kalo nyimpen ga ngabisin banyak space, bahan lumayan tebel ??",Positive,Happy,"pel luwih cilik dibandhingake spin mop merek liyane dadi yen nyimpen ora ngentekake akeh papan, bahan lumayan kandel ??"
Household,GM Bear Alat Pel Lantai Ultra Mop Aclima 1354-Spin Mop Mint,Kota Tangerang,499900,4.6,4078,2087,5,"Barang dateng dengan kondisi baik, pengiriman sesuai estimasi, dan seller fast respon. Terima kasih ????",Positive,Happy,"Barang teka kondisi apik, pengiriman sesuai perkiraan, lan seller cepat respon. Matur suwun ????"
Household,COOGER Sikat toilet bisa dipasang di dinding - Sikat Pembersih Toilet,Kota Bekasi,79000,4.9,898,288,5,Harga terjangkau!. Produk Sesuai. Kualitas sangat bagus! pengiriman cukup responsif. terima kasih yaa... sehat sehat selalu utk seller dan team...,Positive,Happy,Regane terjangkau!. Produk cocog. Kualitas apik banget! pengiriman cukup responsif. matur nuwun ya... sehat-sehat terus kanggo seller lan tim...
Household,COOGER Sikat toilet bisa dipasang di dinding - Sikat Pembersih Toilet,Kota Bekasi,79000,4.9,898,288,5,"alhamdulillah, produk ini sangat membantu. yang biasanya membersihkan wc pakai sikat, berisik, kerak tertinggal pada sikat, kelihatan kotor. sekarang tergantikan dengan cooger sikat toilet ini. bahan karetnya membantu saya membersihkan wc disegala waktu, tidak lagi membangunkan anak saya yang masih bayi karena berisik bunyi sikat saat membersihkan toilet / ember mandi. bahkan bisa membersihkan disela-sela bagian dalam dudukan wc (yang tidak bisa dijangkau sikat toilet konvensional). sedikit tips untuk menempelkan ke dinding keramik kamar mandi. setelah dibersihkan dengan lap kering/tisu kering, bisa ditambahkan hair dryer/korek api dibagian yang akan ditempel perekatnya. cara menempelkannya seperti memasang pelindung kaca layar hp. dikeluarkan bagian udara didalamnya dengan cara menempelkan bagian atas/bagian bawah (tergantung mana duluan). gosok2 pakai jari/kuku udara didalamnya sampai tidak ada udara didalam perekatnya.. cooger emang sesuai sama slogannya. rekomended jelas.",Positive,Happy,"Alhamdulillah, produk iki banget mbantu. Biasane ngresiki wc nganggo sikat, brisik, kerak isih ana neng sikat, katon reged. saiki tergantikan karo cooger sikat toilet iki. bahan karetnya mbantu aku ngresiki wc kapan wae, ora maneh mbangun anak aku sing isih bayi amarga brisik suara sikat pas ngresiki toilet/empen mandi. malah bisa ngresiki sela-sela bagian jero dudukan wc (sing ora bisa dijangkau sikat toilet konvensional). Sedikit tips kanggo nempelin ing dinding keramik kamar mandi. Sawise dibersihin nganggo lap garing/tisu garing, bisa ditambah hair dryer/korek api ing bagian sing bakal ditempel perekat. Cara nempelin kaya pasang pelindung kaca layar hp. Dieluarin udara ing njero kanthi nempelin bagian ndhuwur/inferior (gumantung sing luwih dhisik). Gosok-gosok nganggo driji/ kuku nganti ora ana udara neng perekat. Cooger pancen sesuai slogan. Rekomen jelas."
Household,COOGER Sikat toilet bisa dipasang di dinding - Sikat Pembersih Toilet,Kota Bekasi,79000,4.9,898,288,5,"alhamdulillah barang datang dengan kondisi baik,, tidak penyok tdk retak atau patah dan barangny sesuai dgn foto bahan produk jg bagus. seller fast respon, thanx.",Positive,Happy,"Alhamdulillah barang teka kondisi apik, ora penyok ora retak utawa patah lan barang sesuai karo foto, bahan produk uga apik. seller cepet respon, thanks."
Household,"MINISO Kotak Penyimpanan Dengan Tutup Kotak Penyimpanan Kapasitas Besa - Clear, large size",Jakarta Timur,44900,4.8,9933,3818,5,Pengemasan cepet banget dan sangat baik. Pengiriman jgn diragukan cepet bgt. Pake instant bener bener instan. Jam 9.46 pesen. 10.38 sampe. Mantul. Produk kualitas bagus,Positive,Happy,"Pengemasan cepet banget lan apik. Pengiriman ora diragukan cepet banget. Pesen jam 9.46, jam 10.38 wis teka. Mantul. Kualitas produk apik"
Household,"MINISO Kotak Penyimpanan Dengan Tutup Kotak Penyimpanan Kapasitas Besa - Clear, large size",Jakarta Timur,44900,4.8,9933,3818,5,"Produk Sesuai. Material Produk Bagus. Cocok untuk di jadikan tmpt penyimpanan masker.. Jadi lbh rapi dan enak di lihat, gampang untuk mengambil masker..",Positive,Happy,"Produk cocog. Bahan produk apik. Cocog kanggo papan nyimpen masker.. Dadi luwih rapi lan enak dipandang, gampang njupuk masker.."
Household,MIISOO Kotak Masker/Tempat Masker Plastik/Kotak Masker Karakter - KOTAK POLOS,Kota Tangerang,8900,4.4,1382,454,5,Barang sesuai dengan pesanan. Kotak maskernya lucu. Terima kasih,Positive,Happy,Barang cocog karo pesenan. Kotak maskerne lucu. Matur suwun
Household,Jam Meja Digital Alarm LED Mirror Clock - Putih-Putih,Jakarta Utara,98000,4.9,917,510,5,Mantap keren. Cuma harus colok listrik kalau mau pakai fitur always-on. Kalau pake batre (AAA 3biji) harus dipencet dulu baru nyala,Positive,Happy,Mantap keren. Mung kudu colok listrik yen pengen fitur always-on. Nek nganggo batere (AAA 3 biji) kudu dipencet dhisik bareng nyala
Household,Jam Meja Digital Alarm LED Mirror Clock - Putih-Putih,Jakarta Utara,98000,4.9,917,510,5,Berfungsi seluruh fiturnya dan juga tombolnya. Jamnya bisa diatur dengan mudah dan designya minimalis yang sangat bagus!,Positive,Love,Fungsi kabeh fitur lan tombol bisa digunakake. Jam bisa diatur gampang lan desain minimalis banget apik!
