Kode Transaksi,Timestamp,Kode Barang,Nama Barang,Jumlah,Harga Jual,Total
48522020231103154032,2023-11-03 15:40:32,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020231103154054,2023-11-03 15:40:54,O21m3,Isi oksigen 1m3,2,"50.000,00","100.000,00"
48522020231103154314,2023-11-03 15:43:14,AC4kg,isi tabung acetylene,1,"450.000,00","450.000,00"
48522020231103154331,2023-11-03 15:43:31,N26m3,isi tabung nitrogen6m3,1,"200.000,00","200.000,00"
48522020231103154345,2023-11-03 15:43:45,N26m3,isi tabung nitrogen6m3,1,"200.000,00","200.000,00"
48522020231103154413,2023-11-03 15:44:13,Ar1m3,isi tabung argon 1m3/argon 0.5m3,1,"150.000,00","150.000,00"
48522020231104104117,2023-11-04 10:41:17,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020231104104755,2023-11-04 10:47:55,026m3,Isi oksigen 6m3,2,"125.000,00","250.000,00"
48522020231104104814,2023-11-04 10:48:14,O21m3,Isi oksigen 1m3,4,"50.000,00","200.000,00"
48522020231104121856,2023-11-04 12:18:56,t026m3,Tabung oksigen 6m3,1,"1.900.000,00","1.900.000,00"
48522020231104121856,2023-11-04 12:18:56,reg,Regulator biasa,1,"350.000,00","350.000,00"
48522020231104121930,2023-11-04 12:19:30,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020231104121930,2023-11-04 12:19:30,onehealthcanul,Selang onehealth canul,1,"10.000,00","10.000,00"
48522020231104122022,2023-11-04 12:20:22,snelchart,Snellen chart,2,"6.500,00","13.000,00"
48522020231104122148,2023-11-04 12:21:48,mdksst,Medikasi Set,1,"265.000,00","265.000,00"
48522020231104135822,2023-11-04 13:58:22,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020231104141848,2023-11-04 14:18:48,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020231104141848,2023-11-04 14:18:48,dsy3ml,Disposable syringe 3 ml,10,"2.000,00","20.000,00"
48522020231104141848,2023-11-04 14:18:48,alkswonemed,Alkohol swabs onemed,1,"12.000,00","12.000,00"
48522020231104150006,2023-11-04 15:00:06,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020231104150112,2023-11-04 15:01:12,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231104153237,2023-11-04 15:32:37,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231106133341,2023-11-06 13:33:41,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020231106133353,2023-11-06 13:33:53,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231106133415,2023-11-06 13:34:15,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231106135546,2023-11-06 13:55:46,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231106135624,2023-11-06 13:56:24,Ar6m3,Isi tabung argon 6m3,1,"450.000,00","450.000,00"
48522020231106135649,2023-11-06 13:56:49,Co6,isi tabung co2 6m3,1,"350.000,00","350.000,00"
48522020231106144034,2023-11-06 14:40:34,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231107133421,2023-11-07 13:34:21,snelchart,Snellen chart,1,"6.500,00","6.500,00"
48522020231107133532,2023-11-07 13:35:32,Kertsar,Kertas saring jepang kasar 60*60cm,1,"11.000,00","11.000,00"
48522020231107133657,2023-11-07 13:36:57,mrtr8cm,Mortir stamper 8cm,1,"34.000,00","34.000,00"
48522020231107133719,2023-11-07 13:37:19,O21m3,Isi oksigen 1m3,2,"50.000,00","100.000,00"
48522020231107133748,2023-11-07 13:37:48,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231107133827,2023-11-07 13:38:27,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231107133849,2023-11-07 13:38:49,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231107133936,2023-11-07 13:39:36,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231107133936,2023-11-07 13:39:36,N26m3,isi tabung nitrogen6m3,1,"200.000,00","200.000,00"
48522020231107134018,2023-11-07 13:40:18,O26m3part2,Isi tabung O26m3 part 2,4,"125.000,00","500.000,00"
48522020231107134148,2023-11-07 13:41:48,Ar6m3,Isi tabung argon 6m3,1,"450.000,00","450.000,00"
48522020231107134148,2023-11-07 13:41:48,Co6,isi tabung co2 6m3,1,"350.000,00","350.000,00"
48522020231107134840,2023-11-07 13:48:40,tourniquetonehealth,Tourniquet onehealth,1,"13.500,00","13.500,00"
48522020231107141731,2023-11-07 14:17:31,Hexahidro,Kasa hexa husada hidrophile,1,"4.000,00","4.000,00"
48522020231107150757,2023-11-07 15:07:57,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231108121013,2023-11-08 12:10:13,t021m3,Tabung oksigen 1m3,1,"700.000,00","700.000,00"
48522020231108121013,2023-11-08 12:10:13,reg,Regulator biasa,1,"350.000,00","350.000,00"
48522020231108121026,2023-11-08 12:10:26,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020231108121038,2023-11-08 12:10:38,O21m3,Isi oksigen 1m3,5,"50.000,00","250.000,00"
48522020231108121157,2023-11-08 12:11:57,thermometer,Thermometer infrared hitam,1,"95.000,00","95.000,00"
48522020231108121157,2023-11-08 12:11:57,irsbngkokonmd,Gunting iris bengkok onemed,1,"18.000,00","18.000,00"
48522020231108121157,2023-11-08 12:11:57,Marwapin,Pinset anatomis marwa,1,"13.500,00","13.500,00"
48522020231108121255,2023-11-08 12:12:55,Nedholrenz18cm,Needle holder renz 18 cm,2,"52.000,00","104.000,00"
48522020231108121351,2023-11-08 12:13:51,Ar6m3,Isi tabung argon 6m3,1,"450.000,00","450.000,00"
48522020231108123831,2023-11-08 12:38:31,krsetlumbL,Korset lumbal size L,1,"122.000,00","122.000,00"
48522020231108131746,2023-11-08 13:17:46,Bola,Bola kesehatan,1,"12.000,00","12.000,00"
48522020231108135953,2023-11-08 13:59:53,sinohearth,Tensi digital sinohearth,1,"190.000,00","190.000,00"
48522020231108145234,2023-11-08 14:52:34,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231108145258,2023-11-08 14:52:58,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231108153147,2023-11-08 15:31:47,15x5cm,Spalk infus 15x5cm,2,"11.000,00","22.000,00"
48522020231108153147,2023-11-08 15:31:47,snelchart,Snellen chart,1,"6.500,00","6.500,00"
48522020231108153147,2023-11-08 15:31:47,mitsg3,Mitela kain segitiga,1,"6.500,00","6.500,00"
48522020231110115230,2023-11-10 11:52:30,O26m3part2,Isi tabung O26m3 part 2,3,"125.000,00","375.000,00"
48522020231110115248,2023-11-10 11:52:48,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231110115407,2023-11-10 11:54:07,t026m3,Tabung oksigen 6m3,1,"1.900.000,00","1.900.000,00"
48522020231110115407,2023-11-10 11:54:07,bynisson,Regulator lovy by nisson,1,"300.000,00","300.000,00"
48522020231110115437,2023-11-10 11:54:37,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231110115437,2023-11-10 11:54:37,onehealthcanul,Selang onehealth canul,1,"10.000,00","10.000,00"
48522020231110115509,2023-11-10 11:55:09,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231110115530,2023-11-10 11:55:30,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231110115545,2023-11-10 11:55:45,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231110115632,2023-11-10 11:56:32,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231110115651,2023-11-10 11:56:51,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231110115817,2023-11-10 11:58:17,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231110115925,2023-11-10 11:59:25,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231110122253,2023-11-10 12:22:53,Nedholrenz14cm,Needle holder renz 14 cm,1,"32.500,00","32.500,00"
48522020231110123004,2023-11-10 12:30:04,ishara,Buku ishihara's,1,"35.000,00","35.000,00"
48522020231110134244,2023-11-10 13:42:44,isin21m3,Isi nitro 1m3,1,"150.000,00","150.000,00"
48522020231110153737,2023-11-10 15:37:37,Lumbalm,Korset Lumbal M,1,"115.000,00","115.000,00"
48522020231110153952,2023-11-10 15:39:52,krsetlumbL,Korset lumbal size L,1,"122.000,00","122.000,00"
48522020231111083018,2023-11-11 8:30:18,t021m3,Tabung oksigen 1m3,1,"700.000,00","700.000,00"
48522020231111083018,2023-11-11 8:30:18,bynisson,Regulator lovy by nisson,1,"300.000,00","300.000,00"
48522020231111105240,2023-11-11 10:52:40,stripkolestrol,Easy touch strip kolestrol,1,"167.000,00","167.000,00"
48522020231111105240,2023-11-11 10:52:40,stetouglu,Easytouch strip gula darah,1,"94.000,00","94.000,00"
48522020231111113834,2023-11-11 11:38:34,O21m3,Isi oksigen 1m3,2,"50.000,00","100.000,00"
48522020231111113854,2023-11-11 11:38:54,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231111114458,2023-11-11 11:44:58,AC4kg,isi tabung acetylene,1,"500.000,00","500.000,00"
48522020231111114853,2023-11-11 11:48:53,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231111132417,2023-11-11 13:24:17,btgpngdukspatla20cm,Batang pengaduk spatula kaca 20 cm,1,"5.000,00","5.000,00"
48522020231111132521,2023-11-11 13:25:21,btgspakca25cm,Batang pengaduk spatula kaca 25 cm,1,"5.500,00","5.500,00"
48522020231111132824,2023-11-11 13:28:24,Thermruangn,Thermometer vaksin digital,1,"26.000,00","26.000,00"
48522020231111135805,2023-11-11 13:58:05,O26m3part2,Isi tabung O26m3 part 2,2,"125.000,00","250.000,00"
48522020231113122932,2023-11-13 12:29:32,O21m3,Isi oksigen 1m3,3,"50.000,00","150.000,00"
48522020231113125904,2023-11-13 12:59:04,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231113125927,2023-11-13 12:59:27,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231113125951,2023-11-13 12:59:51,O26m3part2,Isi tabung O26m3 part 2,3,"125.000,00","375.000,00"
48522020231113130341,2023-11-13 13:03:41,t026m3,Tabung oksigen 6m3,2,"1.900.000,00","3.800.000,00"
48522020231113130406,2023-11-13 13:04:06,O26m3part2,Isi tabung O26m3 part 2,2,"125.000,00","250.000,00"
48522020231113130432,2023-11-13 13:04:32,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020231113130454,2023-11-13 13:04:54,isin21m3,Isi nitro 1m3,1,"150.000,00","150.000,00"
48522020231113130515,2023-11-13 13:05:15,N26m3,isi tabung nitrogen6m3,1,"200.000,00","200.000,00"
48522020231113130755,2023-11-13 13:07:55,N26m3,isi tabung nitrogen6m3,1,"200.000,00","200.000,00"
48522020231113130824,2023-11-13 13:08:24,N26m3,isi tabung nitrogen6m3,1,"200.000,00","200.000,00"
48522020231113131002,2023-11-13 13:10:02,Kertsar,Kertas saring jepang kasar 60*60cm,1,"11.000,00","11.000,00"
48522020231113131039,2023-11-13 13:10:39,wb,Walker besi,1,"120.000,00","120.000,00"
48522020231113131146,2023-11-13 13:11:46,Nedholrenz14cm,Needle holder renz 14 cm,1,"32.500,00","32.500,00"
48522020231113131226,2023-11-13 13:12:26,al961L,Alkohol 96% 1liter,1,"36.000,00","36.000,00"
48522020231113133855,2023-11-13 13:38:55,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231113153909,2023-11-13 15:39:09,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020231114083617,2023-11-14 8:36:17,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231114083637,2023-11-14 8:36:37,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231114083654,2023-11-14 8:36:54,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231114083715,2023-11-14 8:37:15,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231114083727,2023-11-14 8:37:27,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231114083738,2023-11-14 8:37:38,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231114113332,2023-11-14 11:33:32,alkhol1lt,Alkohol 70% 1liter,1,"27.000,00","27.000,00"
48522020231114113332,2023-11-14 11:33:32,al961L,Alkohol 96% 1liter,1,"36.000,00","36.000,00"
48522020231114113404,2023-11-14 11:34:04,O26m3part2,Isi tabung O26m3 part 2,2,"125.000,00","250.000,00"
48522020231114125349,2023-11-14 12:53:49,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231114125407,2023-11-14 12:54:07,kr,Kruk,1,"200.000,00","200.000,00"
48522020231114133553,2023-11-14 13:35:53,spuit10ml,Dysposable syringe 10ml,1,"2.000,00","2.000,00"
48522020231114140559,2023-11-14 14:05:59,Ar6m3,Isi tabung argon 6m3,1,"450.000,00","450.000,00"
48522020231114141947,2023-11-14 14:19:47,N26m3,isi tabung nitrogen6m3,1,"200.000,00","200.000,00"
48522020231114153212,2023-11-14 15:32:12,Withneedle,Silk suture with needle 3/0,2,"5.500,00","11.000,00"
48522020231114153212,2023-11-14 15:32:12,x09,Oximeter x09,1,"50.000,00","50.000,00"
48522020231115075800,2023-11-15 7:58:00,tensionevoice,Tensione digital onemed with voice,1,"391.000,00","391.000,00"
48522020231115075955,2023-11-15 7:59:55,tensionevoice,Tensione digital onemed with voice,1,"391.000,00","391.000,00"
48522020231115080115,2023-11-15 8:01:15,tnsmtrdgtlywl,Tensi yuwell YE660B,1,"260.000,00","260.000,00"
48522020231115080115,2023-11-15 8:01:15,gcunesco,Nesco GCU,1,"202.000,00","202.000,00"
48522020231115080115,2023-11-15 8:01:15,alkswonemed,Alkohol swabs onemed,1,"12.000,00","12.000,00"
48522020231115104203,2023-11-15 10:42:03,duo25,Strip gluco dr duo @25,1,"159.000,00","159.000,00"
48522020231115104237,2023-11-15 10:42:37,N26m3,isi tabung nitrogen6m3,1,"200.000,00","200.000,00"
48522020231115104301,2023-11-15 10:43:01,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231115110840,2023-11-15 11:08:40,t026m3,Tabung oksigen 6m3,1,"1.900.000,00","1.900.000,00"
48522020231115110915,2023-11-15 11:09:15,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231115110915,2023-11-15 11:09:15,onehealthcanul,Selang onehealth canul,1,"10.000,00","10.000,00"
48522020231115112741,2023-11-15 11:27:41,alkswonemed,Alkohol swabs onemed,1,"12.000,00","12.000,00"
48522020231115122931,2023-11-15 12:29:31,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020231115130553,2023-11-15 13:05:53,sy1ml,Disposable syringe 1 ml,3,"2.000,00","6.000,00"
48522020231115141142,2023-11-15 14:11:42,krsetlumbXL,Korset lumbal XL,1,"115.000,00","115.000,00"
48522020231115141239,2023-11-15 14:12:39,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231115141312,2023-11-15 14:13:12,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231115141354,2023-11-15 14:13:54,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231115141354,2023-11-15 14:13:54,O21m3,Isi oksigen 1m3,2,"50.000,00","100.000,00"
48522020231115141409,2023-11-15 14:14:09,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231115141424,2023-11-15 14:14:24,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231115142649,2023-11-15 14:26:49,Bola,Bola kesehatan,1,"12.000,00","12.000,00"
48522020231116085924,2023-11-16 8:59:24,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231116085941,2023-11-16 8:59:41,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231116085955,2023-11-16 8:59:55,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231116090008,2023-11-16 9:00:08,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231116090025,2023-11-16 9:00:25,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231116090042,2023-11-16 9:00:42,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231116105921,2023-11-16 10:59:21,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231116105940,2023-11-16 10:59:40,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231116110027,2023-11-16 11:00:27,snelchart,Snellen chart,1,"6.500,00","6.500,00"
48522020231116113319,2023-11-16 11:33:19,ngtonemed,NGT onemed pvc,1,"13.000,00","13.000,00"
48522020231116113338,2023-11-16 11:33:38,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020231116143046,2023-11-16 14:30:46,Co6,isi tabung co2 6m3,1,"350.000,00","350.000,00"
48522020231116143105,2023-11-16 14:31:05,AC4kg,isi tabung acetylene,1,"500.000,00","500.000,00"
48522020231117134820,2023-11-17 13:48:20,yuwellnebu,Nebu yuwell 403D,1,"350.000,00","350.000,00"
48522020231117135240,2023-11-17 13:52:40,krsetlumbXL,Korset lumbal XL,1,"115.000,00","115.000,00"
48522020231117143333,2023-11-17 14:33:33,ishara,Buku ishihara's,1,"35.000,00","35.000,00"
48522020231117144050,2023-11-17 14:40:50,krus15ml,Krus 15ml,1,"21.000,00","21.000,00"
48522020231117144140,2023-11-17 14:41:40,pispottutup,Pispot laki laki tutup onemed,1,"21.000,00","21.000,00"
48522020231117144202,2023-11-17 14:42:02,N26m3,isi tabung nitrogen6m3,1,"200.000,00","200.000,00"
48522020231117144230,2023-11-17 14:42:30,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231117144241,2023-11-17 14:42:41,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231117144317,2023-11-17 14:43:17,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231117144342,2023-11-17 14:43:42,O21m3,Isi oksigen 1m3,2,"50.000,00","100.000,00"
48522020231117144401,2023-11-17 14:44:01,O21-5m,"Isi tabung oksigen 1,5 m",1,"70.000,00","70.000,00"
48522020231117144432,2023-11-17 14:44:32,jaruminsulinhijau,Jarum insulin hijau,10,"3.500,00","35.000,00"
48522020231117152523,2023-11-17 15:25:23,pisptbymed,Pispot bab baymed,1,"33.000,00","33.000,00"
48522020231117155307,2023-11-17 15:53:07,O21m3,Isi oksigen 1m3,2,"50.000,00","100.000,00"
48522020231118083531,2023-11-18 8:35:31,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020231118143604,2023-11-18 14:36:04,026m3,Isi oksigen 6m3,2,"125.000,00","250.000,00"
48522020231118143633,2023-11-18 14:36:33,O21m3,Isi oksigen 1m3,3,"50.000,00","150.000,00"
48522020231118143633,2023-11-18 14:36:33,026m3,Isi oksigen 6m3,5,"125.000,00","625.000,00"
48522020231118143648,2023-11-18 14:36:48,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020231118143838,2023-11-18 14:38:38,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020231118143854,2023-11-18 14:38:54,O26m3part2,Isi tabung O26m3 part 2,2,"125.000,00","250.000,00"
48522020231118143914,2023-11-18 14:39:14,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231120131511,2023-11-20 13:15:11,Bisturi,Pisau bedah steril/bisturi,5,"1.000,00","5.000,00"
48522020231120131531,2023-11-20 13:15:31,alkhol100ml,Alkohol 70 % 100 ml,2,"4.000,00","8.000,00"
48522020231120131623,2023-11-20 13:16:23,Stomachtube,Stomach tube/ NGT,1,"29.000,00","29.000,00"
48522020231120131623,2023-11-20 13:16:23,Catheter,Onemed catheter tip 50ml,1,"7.500,00","7.500,00"
48522020231120131623,2023-11-20 13:16:23,cosmomed50ml,Cateter tip 50ml cosmomed,1,"7.000,00","7.000,00"
48522020231120131656,2023-11-20 13:16:56,N26m3,isi tabung nitrogen6m3,1,"200.000,00","200.000,00"
48522020231120131822,2023-11-20 13:18:22,wb,Walker besi,1,"120.000,00","120.000,00"
48522020231120131906,2023-11-20 13:19:06,O21m3,Isi oksigen 1m3,8,"50.000,00","400.000,00"
48522020231120131926,2023-11-20 13:19:26,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231120131939,2023-11-20 13:19:39,O26m3part2,Isi tabung O26m3 part 2,2,"125.000,00","250.000,00"
48522020231120132016,2023-11-20 13:20:16,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231120132042,2023-11-20 13:20:42,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231120132042,2023-11-20 13:20:42,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020231120132059,2023-11-20 13:20:59,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231120132123,2023-11-20 13:21:23,sinohearth,Tensi digital sinohearth,1,"190.000,00","190.000,00"
48522020231120132208,2023-11-20 13:22:08,btangpengspatla15,Batang pengaduk spatula kaca 15cm,1,"3.500,00","3.500,00"
48522020231120132250,2023-11-20 13:22:50,Bola,Bola kesehatan,3,"12.000,00","36.000,00"
48522020231120132338,2023-11-20 13:23:38,snelchart,Snellen chart,1,"6.500,00","6.500,00"
48522020231120132426,2023-11-20 13:24:26,yamacouklem,U klem yamaco,1,"35.000,00","35.000,00"
48522020231120144911,2023-11-20 14:49:11,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020231120145031,2023-11-20 14:50:31,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231120145031,2023-11-20 14:50:31,oksgnmsknnrbrtgdws,Oksigen mask non rebreathing dewasa,1,"25.000,00","25.000,00"
48522020231120145132,2023-11-20 14:51:32,t026m3,Tabung oksigen 6m3,1,"1.900.000,00","1.900.000,00"
48522020231120145146,2023-11-20 14:51:46,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231120145441,2023-11-20 14:54:41,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231120153648,2023-11-20 15:36:48,Nebuanak,Selang nebulizer gea anak,1,"21.000,00","21.000,00"
48522020231120153648,2023-11-20 15:36:48,onehealthdewasa,Selang nebu onehealth dewasa,1,"22.000,00","22.000,00"
48522020231120153648,2023-11-20 15:36:48,maxter65,"Sarung tangan maxter 6,5",1,"7.000,00","7.000,00"
48522020231120153648,2023-11-20 15:36:48,srgtgnmxtr7,Sarung tangan steril maxter 7,1,"7.500,00","7.500,00"
48522020231121111418,2023-11-21 11:14:18,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231121111609,2023-11-21 11:16:09,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231121132755,2023-11-21 13:27:55,t026m3,Tabung oksigen 6m3,1,"1.900.000,00","1.900.000,00"
48522020231121132755,2023-11-21 13:27:55,reg,Regulator biasa,1,"350.000,00","350.000,00"
48522020231121132957,2023-11-21 13:29:57,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231121132957,2023-11-21 13:29:57,onehealthcanul,Selang onehealth canul,1,"10.000,00","10.000,00"
48522020231121133019,2023-11-21 13:30:19,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231121133055,2023-11-21 13:30:55,x09,Oximeter x09,1,"50.000,00","50.000,00"
48522020231121150944,2023-11-21 15:09:44,kaki3onehealth,Tongkat kaki 3 onehealth,1,"130.000,00","130.000,00"
48522020231121151002,2023-11-21 15:10:02,nebulizeronemed,nebulizer onemed,1,"330.000,00","330.000,00"
48522020231122084326,2023-11-22 8:43:26,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231122084343,2023-11-22 8:43:43,O26m3part2,Isi tabung O26m3 part 2,1,"125.000,00","125.000,00"
48522020231122084420,2023-11-22 8:44:20,Ar6m3,Isi tabung argon 6m3,1,"450.000,00","450.000,00"
48522020231122123216,2023-11-22 12:32:16,026m3,Isi oksigen 6m3,2,"125.000,00","250.000,00"
48522020231122123229,2023-11-22 12:32:29,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020231122123243,2023-11-22 12:32:43,026m3,Isi oksigen 6m3,1,"125.000,00","125.000,00"
48522020231122123306,2023-11-22 12:33:06,N26m3,isi tabung nitrogen6m3,1,"200.000,00","200.000,00"
48522020231122123405,2023-11-22 12:34:05,ultflx10,Ultrafix onemed 10*5,1,"31.000,00","31.000,00"
48522020231122123405,2023-11-22 12:34:05,O21-5m,"Isi tabung oksigen 1,5 m",1,"70.000,00","70.000,00"
48522020231122130720,2023-11-22 13:07:20,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020231122140557,2023-11-22 14:05:57,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020231122143757,2023-11-22 14:37:57,pspotlaki,Pispot laki2,1,"12.000,00","12.000,00"
48522020231122144614,2023-11-22 14:46:14,uphectingrenz,Up hecting renz,1,"32.000,00","32.000,00"
48522020231122152601,2023-11-22 15:26:01,t021m3,Tabung oksigen 1m3,1,"700.000,00","700.000,00"
48522020231122152601,2023-11-22 15:26:01,reg,Regulator biasa,1,"350.000,00","350.000,00"
48522020231122152742,2023-11-22 15:27:42,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020231122152742,2023-11-22 15:27:42,onehealthcanul,Selang onehealth canul,1,"10.000,00","10.000,00"
48522020231122153836,2023-11-22 15:38:36,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020231122153836,2023-11-22 15:38:36,onehealthcanul,Selang onehealth canul,1,"10.000,00","10.000,00"
48522020231123075523,2023-11-23 7:55:23,stripkolestrol,Easy touch strip kolestrol,1,"167.000,00","167.000,00"
48522020231123075523,2023-11-23 7:55:23,stetouglu,Easytouch strip gula darah,1,"94.000,00","94.000,00"
48522020231123075523,2023-11-23 7:55:23,asamurat,Easy touch strip asam urat,1,"98.000,00","98.000,00"
48522020231123110326,2023-11-23 11:03:26,t021m3,Tabung oksigen 1m3,1,"700.000,00","700.000,00"
48522020231123110326,2023-11-23 11:03:26,reg,Regulator biasa,1,"350.000,00","350.000,00"
48522020231123110326,2023-11-23 11:03:26,tbair,Tabung air,1,"95.000,00","95.000,00"
48522020231123110409,2023-11-23 11:04:09,O21m3,Isi oksigen 1m3,1,"50.000,00","50.000,00"
48522020231123110409,2023-11-23 11:04:09,oksgnmsknnrbrtgdws,Oksigen mask non rebreathing dewasa,1,"25.000,00","25.000,00"
